109,Taxi Driver (1976)
110,Rumble in the Bronx (Hont faan kui) (1995)
111,Before and After (1996)
112,Margaret's Museum (1995)
113,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)"
114,Anne Frank Remembered (1995)
115,"Young Poisoner's Handbook, The (1995)"
116,If Lucy Fell (1996)
117,"Steal Big, Steal Little (1995)"
118,Race the Sun (1996)
119,"Boys of St. Vincent, The (1992)"
120,Boomerang (1992)
121,Chungking Express (Chung Hing sam lam) (1994)
122,"Star Maker, The (Uomo delle stelle, L') (1995)"
123,Flirting With Disaster (1996)
124,"NeverEnding Story III, The (1994)"
125,"Silences of the Palace, The (Saimt el Qusur) (1994)"
126,Jupiter's Wife (1994)
127,Pie in the Sky (1996)
128,Angela (1995)
129,Frankie Starlight (1995)
130,Jade (1995)
131,Nueba Yol (1995)
132,Sonic Outlaws (1995)
133,Down Periscope (1996)
134,From the Journals of Jean Seberg (1995)
135,Man of the Year (1995)
136,"Neon Bible, The (1995)"
137,Target (1995)
138,Up Close and Personal (1996)
139,"Birdcage, The (1996)"
140,Shadows (Cienie) (1988)
141,Gospa (1995)
142,"Brothers McMullen, The (1995)"
143,Bad Boys (1995)
144,"Amazing Panda Adventure, The (1995)"
145,"Basketball Diaries, The (1995)"
146,"Awfully Big Adventure, An (1995)"
147,Amateur (1994)
148,Apollo 13 (1995)
149,Rob Roy (1995)
150,"Addiction, The (1995)"
151,Batman Forever (1995)
152,Beauty of the Day (Belle de jour) (1967)
153,Beyond Rangoon (1995)
154,Blue in the Face (1995)
155,Canadian Bacon (1995)
156,Casper (1995)
157,Clockers (1995)
158,Congo (1995)
159,Crimson Tide (1995)
160,Crumb (1994)
161,Desperado (1995)
162,Devil in a Blue Dress (1995)
163,Die Hard: With a Vengeance (1995)
164,"Doom Generation, The (1995)"
165,Feast of July (1995)
166,First Knight (1995)
167,Free Willy 2: The Adventure Home (1995)
168,Hackers (1995)
169,Jeffrey (1995)
170,Johnny Mnemonic (1995)
171,Judge Dredd (1995)
172,Jury Duty (1995)
173,Kids (1995)
174,Living in Oblivion (1995)
175,Lord of Illusions (1995)
176,Love & Human Remains (1993)
177,Mad Love (1995)
178,Mallrats (1995)
179,Mighty Morphin Power Rangers: The Movie (1995)
180,Moonlight and Valentino (1995)
181,Mute Witness (1994)
182,Nadja (1994)
183,"Net, The (1995)"
184,Nine Months (1995)
185,Party Girl (1995)
186,"Prophecy, The (1995)"
187,Reckless (1995)
188,Safe (1995)
189,"Scarlet Letter, The (1995)"
190,"Show, The (1995)"
191,Showgirls (1995)
192,Smoke (1995)
193,Something to Talk About (1995)
194,Species (1995)
195,"Stars Fell on Henrietta, The (1995)"
196,Strange Days (1995)
197,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
198,"Tie That Binds, The (1995)"
199,Three Wishes (1995)
200,Total Eclipse (1995)
201,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
202,Under Siege 2: Dark Territory (1995)
203,Unstrung Heroes (1995)
204,Unzipped (1995)
205,"Walk in the Clouds, A (1995)"
206,Waterworld (1995)
207,White Man's Burden (1995)
208,Wild Bill (1995)
209,"Browning Version, The (1994)"
210,Bushwhacked (1995)
211,Burnt by the Sun (Utomlyonnye solntsem) (1994)
212,Before the Rain (Pred dozhdot) (1994)
213,Before Sunrise (1995)
214,Billy Madison (1995)
215,"Babysitter, The (1995)"
216,Boys on the Side (1995)
217,"Cure, The (1995)"
218,Castle Freak (1995)
219,Circle of Friends (1995)
220,Clerks (1994)
221,Don Juan DeMarco (1995)
222,Disclosure (1994)
223,Dream Man (1995)
224,Drop Zone (1994)
225,Destiny Turns on the Radio (1995)
226,Death and the Maiden (1994)
227,Dolores Claiborne (1995)
228,Dumb & Dumber (Dumb and Dumber) (1994)
229,Eat Drink Man Woman (Yin shi nan nu) (1994)
230,Exotica (1994)
231,Exit to Eden (1994)
232,Ed Wood (1994)
233,French Kiss (1995)
234,Forget Paris (1995)
235,Far From Home: The Adventures of Yellow Dog (1995)
236,"Goofy Movie, A (1995)"
237,Hideaway (1995)
238,Fluke (1995)
239,Farinelli: il castrato (1994)
240,Gordy (1995)
241,Gumby: The Movie (1995)
242,"Glass Shield, The (1994)"
243,Hoop Dreams (1994)
244,Heavenly Creatures (1994)
245,Houseguest (1994)
246,Immortal Beloved (1994)
247,Heavyweights (Heavy Weights) (1995)
248,"Hunted, The (1995)"
249,I.Q. (1994)
250,Interview with the Vampire: The Vampire Chronicles (1994)
251,Jefferson in Paris (1995)
252,"Jerky Boys, The (1995)"
253,Junior (1994)
254,Just Cause (1995)
255,"Kid in King Arthur's Court, A (1995)"
256,Kiss of Death (1995)
257,Star Wars: Episode IV - A New Hope (1977)
258,Little Women (1994)
259,"Little Princess, A (1995)"
260,Ladybird Ladybird (1994)
261,"Enfer, L' (1994)"
262,Like Water for Chocolate (Como agua para chocolate) (1992)
263,Legends of the Fall (1994)
264,Major Payne (1995)
265,Little Odessa (1994)
266,My Crazy Life (Mi vida loca) (1993)
267,Love Affair (1994)
268,Losing Isaiah (1995)
269,"Madness of King George, The (1994)"
270,Mary Shelley's Frankenstein (Frankenstein) (1994)
271,Man of the House (1995)
272,Mixed Nuts (1994)
273,Milk Money (1994)
274,Miracle on 34th Street (1994)
275,Miami Rhapsody (1995)
276,My Family (1995)
277,Murder in the First (1995)
278,Nobody's Fool (1994)
279,Nell (1994)
280,New Jersey Drive (1995)
281,New York Cop (Nyû Yôku no koppu) (1993)
282,Beyond Bedlam (1993)
283,Nemesis 2: Nebula (1995)
284,Nina Takes a Lover (1994)
285,Natural Born Killers (1994)
286,Only You (1994)
287,Once Were Warriors (1994)
288,Poison Ivy II (1996)
289,Outbreak (1995)
290,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
291,"Perez Family, The (1995)"
292,"Pyromaniac's Love Story, A (1995)"
293,Pulp Fiction (1994)
294,Panther (1995)
295,Pushing Hands (Tui shou) (1992)
296,Priest (1994)
297,Quiz Show (1994)
298,Picture Bride (Bijo photo) (1994)
299,"Queen Margot (Reine Margot, La) (1994)"
300,"Quick and the Dead, The (1995)"
301,Roommates (1995)
302,Ready to Wear (Pret-A-Porter) (1994)
303,Three Colors: Red (Trois couleurs: Rouge) (1994)
304,Three Colors: Blue (Trois couleurs: Bleu) (1993)
305,Three Colors: White (Trzy kolory: Bialy) (1994)
306,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)"
307,Rent-a-Kid (1995)
308,Relative Fear (1994)
309,Stuart Saves His Family (1995)
310,"Swan Princess, The (1994)"
311,"Secret of Roan Inish, The (1994)"
312,"Specialist, The (1994)"
313,Stargate (1994)
314,"Santa Clause, The (1994)"
315,"Shawshank Redemption, The (1994)"
316,Shallow Grave (1994)
317,Suture (1993)
318,Strawberry and Chocolate (Fresa y chocolate) (1993)
319,Swimming with Sharks (1995)
320,"Sum of Us, The (1994)"
321,National Lampoon's Senior Trip (1995)
322,To Live (Huozhe) (1994)
323,Tank Girl (1995)
324,Tales from the Crypt Presents: Demon Knight (1995)
325,Star Trek: Generations (1994)
326,Tales from the Hood (1995)
327,Tom & Viv (1994)
328,Village of the Damned (1995)
329,Tommy Boy (1995)
330,Vanya on 42nd Street (1994)
331,Underneath (1995)
332,"Walking Dead, The (1995)"
333,What's Eating Gilbert Grape (1993)
334,Virtuosity (1995)
335,While You Were Sleeping (1995)
336,"War, The (1994)"
337,Double Happiness (1994)
338,Muriel's Wedding (1994)
339,"Baby-Sitters Club, The (1995)"
340,Ace Ventura: Pet Detective (1994)
341,"Adventures of Priscilla, Queen of the Desert, The (1994)"
342,Backbeat (1993)
343,Bitter Moon (1992)
344,Bullets Over Broadway (1994)
345,Clear and Present Danger (1994)
346,"Client, The (1994)"
347,"Corrina, Corrina (1994)"
348,Crooklyn (1994)
349,"Crow, The (1994)"
350,Cobb (1994)
351,"Flintstones, The (1994)"
352,Forrest Gump (1994)
353,Four Weddings and a Funeral (1994)
354,Higher Learning (1995)
355,I Like It Like That (1994)
356,I Love Trouble (1994)
357,It Could Happen to You (1994)
358,"Jungle Book, The (1994)"
359,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
360,"Lion King, The (1994)"
361,Little Buddha (1993)
362,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
363,"Mask, The (1994)"
364,Maverick (1994)
365,Mrs. Parker and the Vicious Circle (1994)
366,Naked Gun 33 1/3: The Final Insult (1994)
367,"Paper, The (1994)"
368,Reality Bites (1994)
369,Red Rock West (1992)
370,Richie Rich (1994)
371,Safe Passage (1994)
372,"River Wild, The (1994)"
373,Speed (1994)
374,Speechless (1994)
375,Timecop (1994)
376,True Lies (1994)
377,When a Man Loves a Woman (1994)
378,Wolf (1994)
379,Wyatt Earp (1994)
380,Bad Company (1995)
381,"Man of No Importance, A (1994)"
382,S.F.W. (1994)
383,"Low Down Dirty Shame, A (1994)"
384,Boys Life (1995)
385,"Colonel Chabert, Le (1994)"
386,Faster Pussycat! Kill! Kill! (1965)
387,Jason's Lyric (1994)
388,"Secret Adventures of Tom Thumb, The (1993)"
389,Street Fighter (1994)
390,Coldblooded (1995)
391,Desert Winds (1995)
392,Fall Time (1995)
393,"Fear, The (1995)"
394,Frank and Ollie (1995)
395,Girl in the Cadillac (1995)
396,Homage (1995)
397,Mirage (1995)
398,Open Season (1996)
399,Two Crimes (Dos crímenes) (1995)
400,Brother Minister: The Assassination of Malcolm X (1994)
401,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
402,Federal Hill (1994)
403,In the Mouth of Madness (1995)
404,8 Seconds (1994)
405,Above the Rim (1994)
406,Addams Family Values (1993)
407,Martin Lawrence: You So Crazy (1994)
408,"Age of Innocence, The (1993)"
409,Airheads (1994)
410,"Air Up There, The (1994)"
411,Another Stakeout (1993)
412,Bad Girls (1994)
413,Barcelona (1994)
414,Being Human (1993)
415,"Beverly Hillbillies, The (1993)"
416,Beverly Hills Cop III (1994)
417,Black Beauty (1994)
418,Blink (1994)
419,Blown Away (1994)
420,Blue Chips (1994)
421,Blue Sky (1994)
422,Body Snatchers (1993)
423,Boxing Helena (1993)
424,"Bronx Tale, A (1993)"
425,Cabin Boy (1994)
426,Calendar Girl (1993)
427,Carlito's Way (1993)
428,City Slickers II: The Legend of Curly's Gold (1994)
429,Clean Slate (1994)
430,Cliffhanger (1993)
431,Coneheads (1993)
432,Color of Night (1994)
433,Cops and Robbersons (1994)
434,"Cowboy Way, The (1994)"
435,Dangerous Game (1993)
436,Dave (1993)
437,Dazed and Confused (1993)
438,Demolition Man (1993)
439,"Endless Summer 2, The (1994)"
440,Even Cowgirls Get the Blues (1993)
441,Fatal Instinct (1993)
442,Farewell My Concubine (Ba wang bie ji) (1993)
443,"Favor, The (1994)"
444,Fearless (1993)
445,Fear of a Black Hat (1994)
446,With Honors (1994)
447,Flesh and Bone (1993)
448,Widows' Peak (1994)
449,For Love or Money (1993)
450,"Firm, The (1993)"
451,Free Willy (1993)
452,Fresh (1994)
453,"Fugitive, The (1993)"
454,Geronimo: An American Legend (1993)
455,"Getaway, The (1994)"
456,Getting Even with Dad (1994)
457,Go Fish (1994)
458,"Good Man in Africa, A (1994)"
459,Guilty as Sin (1993)
460,Hard Target (1993)
461,Heaven & Earth (1993)
462,Hot Shots! Part Deux (1993)
463,Live Nude Girls (1995)
464,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
465,"House of the Spirits, The (1993)"
466,House Party 3 (1994)
467,"Hudsucker Proxy, The (1994)"
468,I'll Do Anything (1994)
469,In the Army Now (1994)
470,In the Line of Fire (1993)
471,In the Name of the Father (1993)
472,"Inkwell, The (1994)"
473,What's Love Got to Do with It? (1993)
474,Jimmy Hollywood (1994)
475,Judgment Night (1993)
476,Jurassic Park (1993)
477,Kalifornia (1993)
478,Killing Zoe (1994)
479,King of the Hill (1993)
480,Lassie (1994)
481,Last Action Hero (1993)
482,Life with Mikey (1993)
483,Lightning Jack (1994)
484,M. Butterfly (1993)
485,Made in America (1993)
486,Malice (1993)
487,"Man Without a Face, The (1993)"
488,Manhattan Murder Mystery (1993)
489,Menace II Society (1993)
490,Executive Decision (1996)
491,In the Realm of the Senses (Ai no corrida) (1976)
492,What Happened Was... (1994)
493,Much Ado About Nothing (1993)
494,Mr. Jones (1993)
495,Mr. Wonderful (1993)
496,Mrs. Doubtfire (1993)
497,Naked (1993)
498,"Next Karate Kid, The (1994)"
499,"New Age, The (1994)"
500,No Escape (1994)
501,North (1994)
502,Orlando (1992)
503,"Perfect World, A (1993)"
504,Philadelphia (1993)
505,"Piano, The (1993)"
506,Poetic Justice (1993)
507,"Program, The (1993)"
508,"Puppet Masters, The (1994)"
509,Radioland Murders (1994)
510,"Ref, The (1994)"
511,"Remains of the Day, The (1993)"
512,Renaissance Man (1994)
513,Rising Sun (1993)
514,"Road to Wellville, The (1994)"
515,RoboCop 3 (1993)
516,Robin Hood: Men in Tights (1993)
517,Romeo Is Bleeding (1993)
518,Romper Stomper (1992)
519,Ruby in Paradise (1993)
520,Rudy (1993)
521,"Saint of Fort Washington, The (1993)"
522,"Savage Nights (Nuits fauves, Les) (1992)"
523,Schindler's List (1993)
524,"Scout, The (1994)"
525,Searching for Bobby Fischer (1993)
526,Second Best (1994)
527,"Secret Garden, The (1993)"
528,Serial Mom (1994)
529,"Shadow, The (1994)"
530,Shadowlands (1993)
531,Short Cuts (1993)
532,"Simple Twist of Fate, A (1994)"
533,Sirens (1994)
534,Six Degrees of Separation (1993)
535,Sleepless in Seattle (1993)
536,Sliver (1993)
537,Blade Runner (1982)
538,Son in Law (1993)
539,So I Married an Axe Murderer (1993)
540,Striking Distance (1993)
541,Harem (1985)
542,Super Mario Bros. (1993)
543,Surviving the Game (1994)
544,Terminal Velocity (1994)
545,Thirty-Two Short Films About Glenn Gould (1993)
546,Threesome (1994)
547,"Nightmare Before Christmas, The (1993)"
548,"Three Musketeers, The (1993)"
549,Tombstone (1993)
550,Trial by Jury (1994)
551,True Romance (1993)
552,"War Room, The (1993)"
553,"Pagemaster, The (1994)"
554,"Paris, France (1993)"
555,"Beans of Egypt, Maine, The (1994)"
556,Killer (Bulletproof Heart) (1994)
557,Welcome to the Dollhouse (1995)
558,Germinal (1993)
559,Chasers (1994)
560,Cronos (1993)
561,Naked in New York (1994)
562,Kika (1993)
563,Bhaji on the Beach (1993)
564,Little Big League (1994)
565,"Slingshot, The (Kådisbellan) (1993)"
566,"Wedding Gift, The (1994)"
567,Foreign Student (1994)
568,"Ciao, Professore! (Io speriamo che me la cavo) (1992)"
569,Spanking the Monkey (1994)
570,"Little Rascals, The (1994)"
571,Fausto (1993)
572,Andre (1994)
573,"Escort, The (Scorta, La) (1993)"
574,Princess Caraboo (1994)
575,"Celluloid Closet, The (1995)"
576,Métisse (Café au Lait) (1993)
577,Dear Diary (Caro Diario) (1994)
578,I Don't Want to Talk About It (De eso no se habla) (1993)
579,"Brady Bunch Movie, The (1995)"
580,Home Alone (1990)
581,Ghost (1990)
582,Aladdin (1992)
583,Terminator 2: Judgment Day (1991)
584,Dances with Wolves (1990)
585,Tough and Deadly (1995)
586,Batman (1989)
587,"Silence of the Lambs, The (1991)"
588,Snow White and the Seven Dwarfs (1937)
589,Beauty and the Beast (1991)
590,Pinocchio (1940)
591,Pretty Woman (1990)
592,Window to Paris (Okno v Parizh) (1994)
593,"Wild Bunch, The (1969)"
594,Love and a .45 (1994)
595,"Wooden Man's Bride, The (Yan shen) (1994)"
596,"Great Day in Harlem, A (1994)"
597,"Bye Bye, Love (1995)"
598,Criminals (1996)
599,One Fine Day (1996)
600,Candyman: Farewell to the Flesh (1995)
601,Century (1993)
602,Fargo (1996)
603,Homeward Bound II: Lost in San Francisco (1996)
604,Heavy Metal (1981)
605,Hellraiser: Bloodline (1996)
606,"Pallbearer, The (1996)"
607,Jane Eyre (1996)
608,Loaded (1994)
609,Bread and Chocolate (Pane e cioccolata) (1973)
610,"Aristocats, The (1970)"
611,"Flower of My Secret, The (La flor de mi secreto) (1995)"
612,Two Much (1995)
613,Ed (1996)
614,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991)
615,My Favorite Season (1993)
616,"Modern Affair, A (1995)"
617,Condition Red (Beyond the Law) (1995)
618,Asfour Stah (1990)
619,"Thin Line Between Love and Hate, A (1996)"
620,"Last Supper, The (1995)"
621,Primal Fear (1996)
622,Rude (1995)
623,Carried Away (1996)
624,All Dogs Go to Heaven 2 (1996)
625,Land and Freedom (Tierra y libertad) (1995)
626,Denise Calls Up (1995)
627,Theodore Rex (1995)
628,"Family Thing, A (1996)"
629,Frisk (1995)
630,Sgt. Bilko (1996)
631,Jack and Sarah (1995)
632,Girl 6 (1996)
633,Diabolique (1996)
634,"Little Indian, Big City (Un indien dans la ville) (1994)"
635,Roula (1995)
636,Peanuts - Die Bank zahlt alles (1996)
637,Happy Weekend (1996)
638,Nelly & Monsieur Arnaud (1995)
639,Courage Under Fire (1996)
640,Mission: Impossible (1996)
641,Cold Fever (Á köldum klaka) (1995)
642,Moll Flanders (1996)
643,"Superweib, Das (1996)"
644,"301, 302 (301/302) (1995)"
645,Dragonheart (1996)
646,And Nobody Weeps for Me (Und keiner weint mir nach) (1996)
647,My Mother's Courage (Mutters Courage) (1995)
648,Eddie (1996)
649,Yankee Zulu (1994)
650,Billy's Holiday (1995)
651,Purple Noon (Plein soleil) (1960)
652,August (1996)
653,James and the Giant Peach (1996)
654,Fear (1996)
655,Kids in the Hall: Brain Candy (1996)
656,Faithful (1996)
657,Underground (1995)
658,All Things Fair (Lust och fägring stor) (1995)
659,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
660,Song of the Little Road (Pather Panchali) (1955)
661,"World of Apu, The (Apur Sansar) (1959)"
662,Mystery Science Theater 3000: The Movie (1996)
663,Tarantella (1995)
664,Space Jam (1996)
665,Barbarella (1968)
666,Hostile Intentions (1994)
667,They Bite (1996)
668,Some Folks Call It a Sling Blade (1993)
669,"Run of the Country, The (1995)"
670,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
671,Coup de torchon (Clean Slate) (1981)
672,Tigrero: A Film That Was Never Made (1994)
673,"Eye of Vichy, The (Oeil de Vichy, L') (1993)"
674,Windows (1980)
675,It's My Party (1996)
676,Country Life (1994)
677,Operation Dumbo Drop (1995)
678,"Promise, The (Versprechen, Das) (1995)"
679,Mrs. Winterbourne (1996)
680,Solo (1996)
681,Under the Domim Tree (Etz Hadomim Tafus) (1994)
682,"Substitute, The (1996)"
683,True Crime (1996)
684,Butterfly Kiss (1995)
685,Feeling Minnesota (1996)
686,Delta of Venus (1995)
687,To Cross the Rubicon (1991)
688,Angus (1995)
689,Daens (1992)
690,Faces (1968)
691,Boys (1996)
692,"Quest, The (1996)"
693,Cosi (1996)
694,Sunset Park (1996)
695,Mulholland Falls (1996)
696,"Truth About Cats & Dogs, The (1996)"
697,Oliver & Company (1988)
698,Celtic Pride (1996)
699,Flipper (1996)
700,Captives (1994)
701,Of Love and Shadows (1994)
702,Dead Man (1995)
703,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
704,Switchblade Sisters (1975)
705,Mouth to Mouth (Boca a boca) (1995)
706,"Visitors, The (Visiteurs, Les) (1993)"
707,Multiplicity (1996)
708,Wallace & Gromit: The Best of Aardman Animation (1996)
709,Halfmoon (Paul Bowles - Halbmond) (1995)
710,"Haunted World of Edward D. Wood Jr., The (1996)"
711,Two Friends (1986)
712,"Craft, The (1996)"
713,"Great White Hype, The (1996)"
714,Last Dance (1996)
715,War Stories (1995)
716,Cold Comfort Farm (1995)
717,"Institute Benjamenta, or This Dream People Call Human Life (1995)"
718,Low Life (1994)
719,Heaven's Prisoners (1996)
720,Original Gangstas (1996)
721,"Rock, The (1996)"
722,Getting Away With Murder (1996)
723,Cemetery Man (Dellamorte Dellamore) (1994)
724,Twister (1996)
725,Barb Wire (1996)
726,"Garçu, Le (1995)"
727,Honey Moon (Honigmond) (1996)
728,Ghost in the Shell (Kôkaku kidôtai) (1995)
729,Thinner (1996)
730,Spy Hard (1996)
731,Brothers in Trouble (1995)
732,Wallace & Gromit: A Close Shave (1995)
733,Force of Evil (1948)
734,"Stupids, The (1996)"
735,"Arrival, The (1996)"
736,"Man from Down Under, The (1943)"
737,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
738,Careful (1992)
739,Vermont Is For Lovers (1992)
740,"Month by the Lake, A (1995)"
741,Gold Diggers: The Secret of Bear Mountain (1995)
742,Kim (1950)
743,Carmen Miranda: Bananas Is My Business (1994)
744,Ashes of Time (Dung che sai duk) (1994)
745,"Jar, The (Khomreh) (1992)"
746,Maya Lin: A Strong Clear Vision (1994)
747,Stalingrad (1993)
748,"Phantom, The (1996)"
749,Striptease (1996)
750,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)"
751,Heavy (1995)
752,Jack (1996)
753,I Shot Andy Warhol (1996)
754,"Grass Harp, The (1995)"
755,Someone Else's America (1995)
756,Marlene Dietrich: Shadow and Light (1996)
757,Costa Brava (1946)
758,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)"
759,Quartier Mozart (1992)
760,Touki Bouki (1973)
761,Wend Kuuni (a.k.a. God's Gift) (1982)
762,Spirits of the Dead (1968)
763,Babyfever (1994)
764,Pharaoh's Army (1995)
765,Trainspotting (1996)
766,'Til There Was You (1997)
767,Independence Day (a.k.a. ID4) (1996)
768,Stealing Beauty (1996)
769,"Fan, The (1996)"
770,"Hunchback of Notre Dame, The (1996)"
771,"Cable Guy, The (1996)"
772,Kingpin (1996)
773,Eraser (1996)
774,"Gate of Heavenly Peace, The (1995)"
775,"Nutty Professor, The (1996)"
776,"I, the Worst of All (Yo, la peor de todas) (1990)"
777,"Unforgettable Summer, An (Un été inoubliable) (1994)"
778,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)"
779,"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)"
780,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
781,Midnight Dancers (Sibak) (1994)
782,Somebody to Love (1994)
783,"Very Natural Thing, A (1974)"
784,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"
785,Daylight (1996)
786,"Frighteners, The (1996)"
787,Lone Star (1996)
788,Harriet the Spy (1996)
789,Phenomenon (1996)
790,Walking and Talking (1996)
791,She's the One (1996)
792,"Time to Kill, A (1996)"
793,American Buffalo (1996)
794,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
795,Alaska (1996)
796,Fled (1996)
797,Kazaam (1996)
798,Magic Hunter (Büvös vadász) (1994)
799,Larger Than Life (1996)
800,"Boy Called Hate, A (1995)"
801,Power 98 (1996)
802,Two Deaths (1995)
803,"Very Brady Sequel, A (1996)"
804,Stefano Quantestorie (1993)
805,"Death in the Garden (Mort en ce jardin, La) (1956)"
806,"Crude Oasis, The (1995)"
807,Hedd Wyn (1992)
808,"Collector, The (La collectionneuse) (1967)"
809,Kaspar Hauser (1993)
810,Regular Guys (Echte Kerle) (1996)
811,Women Robbers (Diebinnen) (1995)
812,"Convent, The (O Convento) (1995)"
813,"Adventures of Pinocchio, The (1996)"
814,Joe's Apartment (1996)
815,"First Wives Club, The (1996)"
816,Stonewall (1995)
817,Ransom (1996)
818,High School High (1996)
819,Phat Beach (1996)
820,Foxfire (1996)
821,Chain Reaction (1996)
822,Matilda (1996)
823,Emma (1996)
824,"Crow: City of Angels, The (1996)"
825,House Arrest (1996)
826,"Eyes Without a Face (Yeux sans visage, Les) (1959)"
827,Tales from the Crypt Presents: Bordello of Blood (1996)
828,Lotto Land (1995)
829,"Story of Xinghua, The (Xinghua san yue tian) (1994)"
830,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"
831,Flirt (1995)
832,"Big Squeeze, The (1996)"
833,"Spitfire Grill, The (1996)"
834,Escape from L.A. (1996)
835,Cyclo (Xich lo) (1995)
836,Basquiat (1996)
837,Tin Cup (1996)
838,Dingo (1991)
839,"Ballad of Narayama, The (Narayama Bushiko) (1958)"
840,Every Other Weekend (Un week-end sur deux) (1990)
841,Mille bolle blu (1993)
